Dates,HON,AMZN,GOOG,CVX,COP,FB,MRO,MRK,C,PYPL,CRM,AXP,QCOM,V,GILD,EXC,F,APTV,STZ,EL,SPWR,CO,WMT,HD,NEE,CSX,MCD,SPG,FSLR,NSC,SPX Index,RF,party
7/2/1985,,,,0.003355438,0.003224337,,-0.009006698,-0.001120106,,,,-0.005271667,,,,0.007843177,-0.01093626,,,,,,-0.029863494,0.047954393,-0.004819286,-0.004654502,0.007238915,,,0.007213022,-0.002184997,0.028,0
7/3/1985,,,,-0.01008947,-0.003224337,,-0.013663999,-0.004458899,,,,-0.007943328,,,,0.00778214,-0.011036286,,,,,,-0.025994331,0.019868203,0,-0.004676268,-0.005424267,,,-0.010845684,-0.002920776,0.028,0
7/5/1985,,,,-0.006779687,-0.09466854,,0,0.002248953,,,,0.013214995,,,,0,0,,,,,,-0.007191401,0.006535971,0.004819286,0.013963707,0.00181136,,,0.01443923,0.005573367,0.028,0
7/8/1985,,,,0.010157759,0.010594331,,-0.013867601,0.008911839,,,,-0.005271667,,,,0.015384919,-0.028189388,,,,,,0,-0.036488293,0.028437935,-0.004632938,-0.009089791,,,-0.012621249,-0.003069322,0.028,0
7/9/1985,,,,0.023290175,-0.010594331,,-0.00466081,0.011004238,,,,-0.015950257,,,,-0.007662873,-0.005712885,,,,,,-0.029357724,0.020067563,0.013921339,-0.01407429,-0.008909912,,,-0.009123133,-0.004595548,0.028,0
7/10/1985,,,,0,0.021055735,,0,0.017398071,,,,0.013303966,,,,0.007662873,0.019906905,,,,,,-0.007460104,-0.020067563,0.009174376,-0.00472063,-0.009255652,,,0.001831297,0.006885427,0.028,0
7/11/1985,,,,-0.013245227,-0.010461404,,0,-0.00108266,,,,0.01052702,,,,-0.007662873,-0.017057163,,,,,,0.01732112,0.020067563,-0.009174376,0.00472063,-0.001861455,,,-0.005490748,0.002958659,0.028,0
7/12/1985,,,,-0.006688988,-0.010594331,,-0.004682635,-0.005397946,,,,-0.01052702,,,,0.007662873,-0.011513446,,,,,,0,0,0.004597709,0.01407429,-0.003733338,,,0.012782584,0.001812392,0.028,0
7/15/1985,,,,-0.020339684,-0.010685205,,0.004682635,0.003229104,,,,-0.021375524,,,,0,-0.008739419,,,,,,-0.01732112,0,0.009132484,0.018448177,0.005594793,,,0.009027704,-0.002953294,0.028,0
7/16/1985,,,,-0.013793322,0,,0.00466081,0.00433299,,,,0.026661123,,,,-0.046883586,0.011635668,,,,,,0.036817829,0.01642073,0.009049836,0.022538119,0,,,0.010742127,0.010324271,0.028,0
7/17/1985,,,,0.01721759,-0.021742219,,0.036538299,0.008577585,,,,0.015658776,,,,0.015873349,0.008617197,,,,,,0.002402885,-0.01642073,0,-0.008954384,0.007411363,,,0.010615283,0.004764719,0.028,0
7/18/1985,,,,-0.013745845,0.032427424,,0,-0.002145645,,,,-0.028908835,,,,0,-0.002849743,,,,,,-0.002402885,-0.020067563,0,0,-0.003698815,,,0.00701057,-0.006512343,0.028,0
7/19/1985,,,,0.013745845,0.021055735,,0.00447311,0.001073398,,,,-0.002674558,,,,0,-0.008663703,,,,,,0,-0.006779687,-0.013605652,0.013444353,0.009221512,,,0.01044324,0.003850997,0.028,0
7/22/1985,,,,-0.01721759,0.020621518,,-0.008966319,-0.004300521,,,,-0.00804999,,,,0.007843177,0.002896249,,,,,,0,0.036732009,-0.037213596,0.008835331,0,,,-0.006950028,-0.004005346,0.028,0
7/23/1985,,,,-0.010465686,0.010164053,,0.022266837,0.001076865,,,,-0.005397233,,,,0,0.002887885,,,,,,-0.016983829,-0.009884759,-0.03373814,-0.008835331,-0.016660441,,,-0.001745081,-0.009304797,0.028,0
7/24/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005050384,0.028,
7/25/1985,,,,0.019934215,0.009673079,,0.008618457,-0.014115704,,,,-0.008434856,,,,0.015748357,0.01423443,,,,,,-0.005004502,0,0.015267472,0.022479644,-0.018783729,,,-0.012397644,0.002502347,0.028,0
7/26/1985,,,,0.016318753,0.009560417,,0.021226673,-0.013203945,,,,-0.014230109,,,,-0.007843177,0.008444405,,,,,,-0.012621935,0,-0.025576842,0.013223894,0.005754229,,,0,0.001768715,0.028,0
7/29/1985,,,,-0.006493496,-0.028980482,,0.008366096,-0.002228978,,,,0.002865845,,,,-0.023905521,-0.019815694,,,,,,-0.020598932,-0.017036187,-0.005194817,-0.013223894,-0.02882683,,,-0.025279306,-0.014659948,0.028,0
7/30/1985,,,,-0.013114873,-0.009863706,,0.016537707,0.002228978,,,,-0.023123463,,,,0.016000341,0,,,,,,-0.007810193,0,0.010362787,0,0.011463847,,,0.00182795,0.001738993,0.028,0
7/31/1985,,,,-0.030158319,-0.019981775,,0.016256251,0.001078931,,,,0.034487727,,,,-0.00796817,0.019815694,,,,,,0.036001387,-0.010362787,0,-0.004489969,0.015448583,,,0.012689962,0.005198909,0.028,0
8/1/1985,,,,-0.017147543,-0.010164053,,0.004023104,0.003330589,,,,0.016799161,,,,0,0,,,,,,0.015013756,-0.038942974,0.020408872,0.017713863,0.003825141,,,0.014310155,0.006213633,0.025,0
8/2/1985,,,,0.027305302,0.020204849,,-0.004023104,-0.008872454,,,,-0.013991385,,,,0,-0.005621673,,,,,,0,0.038942974,-0.005063302,-0.013223894,0.001907098,,,-0.003548761,-0.00328476,0.025,0
8/5/1985,,,,0,0,,-0.012167346,-0.001118853,,,,0.002817499,,,,-0.008032172,-0.005653455,,,,,,-0.004979581,-0.017513582,-0.00508907,-0.013444353,-0.001907098,,,-0.001785543,-0.004501447,0.025,0
8/6/1985,,,,-0.013559456,-0.040826367,,-0.016456901,-0.008961946,,,,-0.022729464,,,,0,-0.011403708,,,,,,0.004979581,-0.021429391,-0.01542447,-0.046106202,-0.015389147,,,-0.030825901,-0.014212364,0.025,0
8/7/1985,,,,0.010181385,0.040826367,,0.004139685,0.005631895,,,,-0.014477382,,,,0.008032172,0.01423443,,,,,,-0.017538111,0,-0.010416761,0.009419788,0,,,0.00550084,-0.001331168,0.025,0
8/8/1985,,,,0.01008947,0,,0,0.004448904,,,,0.023057128,,,,0.054488185,0.011243435,,,,,,-0.005067908,0.010772097,0.035993603,0.018489416,0.005798718,,,0,0.006744045,0.025,0
8/9/1985,,,,-0.013468144,-0.030451634,,-0.008309396,-0.004448904,,,,-0.011462112,,,,-0.007604599,-0.014074157,,,,,,0.012621935,-0.021661497,0.005037794,0,-0.001929172,,,-0.007345627,-0.003339786,0.025,0
8/12/1985,,,,-0.00680271,-0.010374733,,-0.012575537,0.004448904,,,,0.005756447,,,,-0.007662873,0,,,,,,0.005004502,-0.048607699,0.014962873,-0.009201976,-0.001932901,,,-0.001848196,-0.003670705,0.025,0
8/13/1985,,,,0,0,,-0.008472418,0.005541865,,,,-0.002874081,,,,0,-0.005685598,,,,,,-0.010034174,-0.011560822,0,-0.013963707,-0.001936645,,,-0.016775764,-0.001760329,0.025,0
8/14/1985,,,,0.010181385,-0.010461404,,0.01268186,0.009925307,,,,-0.00575497,,,,-0.007722046,-0.008567852,,,,,,0,-0.023530497,0.004938282,-0.00474352,-0.007784304,,,0,0.000587121,0.025,0
8/15/1985,,,,-0.003378674,-0.010594331,,-0.008436678,0.005457039,,,,-0.008722412,,,,-0.039530839,0.002849743,,,,,,-0.01013588,-0.044632154,0,0.009419788,0,,,0.001879433,-0.000800705,0.025,0
8/16/1985,,,,-0.003401013,0.021055735,,-0.017089939,0.001094473,,,,-0.014671538,,,,-0.00809721,-0.011513446,,,,,,0.022662945,-0.008333382,-0.004938282,-0.004676268,-0.001955581,,,-0.005648929,-0.006213862,0.025,0
8/19/1985,,,,0.003401013,0.010374733,,0.008581477,0.002185359,,,,-0.005944327,,,,-0.024692613,0.008663703,,,,,,0.019785102,0.008333382,0,-0.00946415,0.007799482,,,0.013118128,0.001503437,0.025,0
8/20/1985,,,,0.016801695,0.030451634,,0.025311235,0.010823008,,,,0.005944327,,,,0.016529302,0.008567852,,,,,,-0.002443993,0.079723474,0.004938282,0.00472063,-0.001944175,,,0.005575514,0.009079804,0.025,0
8/21/1985,,,,-0.01342302,0,,0.008309396,0.010674752,,,,0.011765383,,,,0.016260521,0.008516321,,,,,,0.002443993,-0.011560822,-0.014888612,0.009419788,0.003884578,,,0.025589771,0.005725814,0.025,0
8/22/1985,,,,-0.013605652,-0.030451634,,0.016389469,-0.00210639,,,,-0.01770971,,,,-0.00809721,-0.011371289,,,,,,-0.007413026,-0.01169604,-0.010050336,-0.014140418,-0.011699298,,,-0.007239178,-0.009561318,0.025,0
8/23/1985,,,,0.006825965,0,,-0.008161158,-0.002143345,,,,-0.008964474,,,,-0.008163311,0,,,,,,0.007413026,-0.011834458,0.005037794,-0.009508643,-0.001682558,,,-0.007305153,-0.001014605,0.025,0
8/26/1985,,,,0.003401013,0.020410839,,0,-0.015067432,,,,0.005997694,,,,0,0.008540566,,,,,,-0.007413026,0.023530497,-0.020305266,-0.014481273,0.003641971,,,0,0.000747704,0.025,0
8/27/1985,,,,0,-0.030785572,,-0.004105692,0.001088516,,,,0.008911107,,,,-0.016529302,0,,,,,,0.004969032,-0.01169604,0,0.00969283,0.007799482,,,-0.001834657,0.004208738,0.025,0
8/28/1985,,,,0.013468144,0.020621518,,0,0.00430943,,,,0,,,,0,-0.005685598,,,,,,0.004882028,0,0,0,0.001940403,,,0,0.003873403,0.025,0
8/29/1985,,,,0.006666656,0,,-0.004122619,-0.00757854,,,,-0.011905457,,,,0,-0.002854968,,,,,,0,0.023256862,0,0.009554067,0,,,0.00913981,0.000529437,0.025,0
8/30/1985,,,,0,0.010164053,,-0.008309396,-0.007636413,,,,-0.012048906,,,,0,0.005701807,,,,,,0.009693129,0,0,0.00946365,-0.00583254,,,-0.003645906,-0.001589152,0.025,0
9/3/1985,,,,-0.006666656,-0.010164053,,0,-0.001100459,,,,-0.006088878,,,,-0.00836825,0,,,,,,-0.014575157,0,0.005115101,0.00474352,0.00583254,,,0.007278567,-0.0038243,0.032,0
9/4/1985,,,,0,-0.020621518,,0,-0.001101671,,,,0.003049073,,,,-0.016949558,0,,,,,,-0.004969032,-0.023256862,0.00508907,-0.028572719,-0.003884578,,,-0.001814681,-0.002877853,0.032,0
9/5/1985,,,,0.006666656,0.020621518,,-0.004174299,-0.002173514,,,,-0.003049073,,,,0.00851069,0.002838758,,,,,,0.004969032,0,-0.00508907,-0.024458443,0.005821222,,,-0.003639271,-0.000533846,0.032,0
9/6/1985,,,,-0.003333106,0,,0,-0.001105287,,,,0.033002207,,,,-0.017094433,0.014074157,,,,,,0,0.030890487,-0.01542447,0.004930322,0.007709289,,,-0.001824614,0.005166319,0.032,0
9/9/1985,,,,-0.01342302,-0.020621518,,0.004174299,0.003278801,,,,-0.005926712,,,,0.008583744,0,,,,,,0.004882028,0.051863474,0.01030937,0,0.020630482,,,0.007278567,5.31E-05,0.032,0
9/10/1985,,,,0.003378072,-0.010461404,,-0.004174299,-0.006602011,,,,0.002967747,,,,-0.017241806,-0.00279903,,,,,,-0.01231326,-0.0108894,-0.01030937,-0.004930322,-0.014887269,,,-0.003632661,-0.007197152,0.032,0
9/11/1985,,,,-0.003378072,-0.021279536,,-0.004191797,-0.008882343,,,,-0.023954364,,,,-0.00873368,-0.002806886,,,,,,-0.017407268,0,-0.015666117,-0.009982172,0,,,-0.005473855,-0.01005574,0.032,0
9/12/1985,,,,-0.003378674,0.021279536,,0.004191797,-0.001120106,,,,0.018010037,,,,0,-0.005637519,,,,,,-0.010084771,-0.018416727,-0.026668247,-0.015089516,-0.00766497,,,-0.003665954,-0.00726842,0.032,0
9/13/1985,,,,-0.00680271,-0.021279536,,-0.004191797,-0.006712921,,,,0,,,,0,0,,,,,,-0.010253151,-0.041751795,0.016086138,-0.030930046,-0.007724176,,,-0.003666183,-0.004255326,0.032,0
9/16/1985,,,,-0.020690279,0,,0,0.001127646,,,,0.01770971,,,,-0.017699577,0.011243435,,,,,,0.015308249,-0.023530497,0.021053409,0.010400094,0.001936645,,,-0.001844786,-0.000164029,0.032,0
9/17/1985,,,,-0.00349598,-0.010823427,,-0.025526617,-0.005616645,,,,-0.035719747,,,,0.017699577,-0.016912916,,,,,,-0.002524355,0.011834458,0,-0.020909487,-0.003877047,,,-0.007413367,-0.008346194,0.032,0
9/18/1985,,,,0.006968669,-0.010918792,,0.017089939,-0.026307234,,,,-0.015273017,,,,0.017391743,-0.017182146,,,,,,0,0.023256862,0,0.020909487,-0.001944175,,,-0.007455253,0.001928003,0.032,0
9/19/1985,,,,0.01721759,0.021742219,,0.016802774,0.006922145,,,,0.027321924,,,,0.008583744,0.005767454,,,,,,0.010059409,-0.011560822,0,-0.005186527,0,,,0.003727858,0.009203023,0.032,0
9/20/1985,0.017442217,,,0.003401698,0,,0.008309396,-0.005759252,,,,0.00299435,,,,-0.008583744,-0.011568364,,,,,,-0.002505381,0,-0.021053409,-0.021070431,-0.025339194,,,0.009292567,-0.007333658,0.032,0
9/23/1985,0.014301552,,,-0.006825965,0,,0.028507666,0.011485524,,,,0.017743506,,,,0.017094433,0.022983056,,,,,,0.005004502,0,0,0.026256957,0.009930568,,,0.01285307,0.01228349,0.032,0
9/24/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009157373,0.032,
9/25/1985,-0.026197415,,,-0.024600117,0,,-0.007966119,-0.012619236,,,,-0.02681456,,,,-0.017094433,-0.00284684,,,,,,-0.03078782,-0.023530497,-0.010810916,0,0.004008021,,,0,-0.010790679,0.032,0
9/26/1985,0.023324558,,,0.034968402,0.042115673,,0.023722487,0.006906129,,,,0.009018314,,,,-0.008658063,0.008516321,,,,,,0,-0.044632154,-0.005449605,-0.015449087,0.021481889,,,0.001821291,0.003481147,0.032,0
9/27/1985,0,,,0,0,,-0.003912863,0,,,,0.00596113,,,,-0.00873368,-0.002830723,,,,,,0,0,0,0,0,,,0,5.52E-05,0.032,0
9/30/1985,0.0227929,,,0.017030689,0,,-0.007871958,-0.005781072,,,,-0.011976864,,,,-0.017699577,0.002830723,,,,,,-0.005213567,0.012371292,0,0,0.007799482,,,-0.00913981,0.004293033,0.032,0
10/1/1985,0,,,0.046212843,0.010246785,,0.027284941,0.004627528,,,,0.02381198,,,,0.026433257,0.022341075,,,,,,0.02324993,0.024292693,0.02695581,0.005159765,0.007739121,,,0.005493904,0.016287981,0.028,0
10/2/1985,0.005617966,,,-0.009719338,0.010164053,,0.003837779,-0.016219812,,,,-0.02381198,,,,-0.00873368,0.01099639,,,,,,0,0,-0.005333346,0.030459702,-0.001929172,,,0.001824614,-0.00547234,0.028,0
10/3/1985,-0.008443576,,,0.006493496,0.010040796,,-0.011557807,-0.004703376,,,,0.009010085,,,,0.00873368,-0.002737782,,,,,,0.007696359,0.00796817,0.010638398,0.009982172,0,,,0.001821291,0.001628576,0.028,0
10/4/1985,0.002825611,,,-0.013029432,0.009940979,,-0.007780091,0.00117792,,,,-0.009010085,,,,0.008658063,-0.019356249,,,,,,0.010084771,0,0.005277057,0.014718635,-0.007754124,,,0,-0.006202751,0.028,0
10/7/1985,-0.005649706,,,-0.009890005,-0.019981775,,-0.007841096,0.01511774,,,,-0.00300258,,,,-0.017391743,-0.00279903,,,,,,-0.005029673,-0.032260862,0,0,0.001944175,,,0.00181798,-0.00739547,0.028,0
10/8/1985,-0.028737471,,,0.003311069,0.010040796,,-0.011890399,0.013784177,,,,-0.003030592,,,,0.00873368,0.005590246,,,,,,0.010034174,0,0.0104713,-0.009788313,-0.003892137,,,0.001814681,0,0.028,0
10/9/1985,0,,,0.003289615,0,,-0.007997975,-0.00685089,,,,-0.015273017,,,,0,-0.002791217,,,,,,0.014864967,0.032260862,-0.005221944,0.004906133,-0.001951764,,,0,0.00356761,0.028,0
10/10/1985,0,,,0,0,,-0.004023104,-0.003460634,,,,0.006144885,,,,-0.00873368,0.016610951,,,,,,0.033909959,0.023530497,0.005221944,-0.004906133,0.007784304,,,-0.003632661,0.001423488,0.028,0
10/11/1985,0.014467133,,,0.006557401,-0.010040796,,0.004023104,0.008021527,,,,0.018173696,,,,-0.00881063,0.027099498,,,,,,0.018898676,-0.043571248,0.010362787,-0.009885072,0.009645934,,,-0.005473855,0.008173096,0.028,0
10/14/1985,-0.002872856,,,0.012987196,0,,0.004006984,0.001145654,,,,0.0237412,,,,0.00881063,0.005336877,,,,,,0.013899012,0.012072581,0.0102565,0.014791205,0.007650311,,,0.00182795,0.011277605,0.028,0
10/15/1985,0,,,0.00643089,0.019981775,,0,0,,,,-0.005873435,,,,0,-0.008016035,,,,,,0.004590404,-0.036663984,-0.005115101,0.009740641,-0.009572068,,,-0.003659247,-0.001557256,0.028,0
10/16/1985,0.031203363,,,0.006389798,0,,0,0.030312082,,,,-0.002958965,,,,0.00873368,0.005351156,,,,,,0.004569428,0.036663984,0.005115101,0.019246896,0.001921758,,,0,0.010158885,0.028,0
10/17/1985,-0.016901811,,,-0.009594929,0,,-0.01612518,0.008813878,,,,0.02339395,,,,0.050858417,0.005322674,,,,,,-0.013771404,-0.024292693,0.00508907,-0.009554067,-0.003847216,,,0.001831297,-0.001703759,0.028,0
10/18/1985,0.005665738,,,-0.019481034,-0.009940979,,0,-0.002204557,,,,0.017184279,,,,0.008230499,0,,,,,,-0.013963707,0,-0.01020417,-0.00969283,-0.023117587,,,0.00182795,-0.003309317,0.028,0
10/21/1985,-0.017094433,,,0.013029432,0.009940979,,0,-0.009913548,,,,-0.005689383,,,,0,0.005294493,,,,,,0.009330769,-0.012371292,0,-0.00485846,-0.011904903,,,0.007278567,-0.000427807,0.028,0
10/22/1985,-0.005763705,,,0.009656733,0,,-0.004072254,0.005523387,,,,0.011364264,,,,-0.008230499,0.002636772,,,,,,0.00924451,0,0.025317808,0.01455129,0.013875346,,,0.010806568,0.005760016,0.028,0
10/23/1985,0,,,0.00957453,0.019610691,,-0.012317216,-0.00221916,,,,0.005625274,,,,0.008230499,-0.013253938,,,,,,0.009159832,0.012371292,0.024692613,0.014297086,0.021147143,,,0.003580678,0.005568386,0.028,0
10/24/1985,-0.002889487,,,0.003164495,0.019233497,,-0.042202108,-0.004419338,,,,-0.019855382,,,,-0.008230499,-0.016119758,,,,,,-0.013771404,0.024292693,0.00486619,-0.014297086,0.003847216,,,-0.001788737,-0.003125085,0.028,0
10/25/1985,-0.005813941,,,-0.006349228,-0.009560417,,-0.035095582,-0.00335281,,,,-0.011528077,,,,0.008230499,-0.016404594,,,,,,-0.00928744,-0.024292693,-0.024571261,-0.01455129,-0.009645934,,,0.003574279,-0.0052125,0.028,0
10/28/1985,-0.011730282,,,0.012658397,0,,0.004453191,-0.001120106,,,,0,,,,0.016260521,0.002752855,,,,,,-0.009374505,0.024292693,-0.020101179,-0.00488218,-0.001940403,,,-0.010761394,0.001279045,0.028,0
10/29/1985,0.017544223,,,-0.006309169,0.009560417,,-0.022466952,0.015501574,,,,0.036994753,,,,-0.00809721,0.01093626,,,,,,0.018661945,0,0.005063302,0.00488218,0.026558714,,,0.016086207,0.007798655,0.028,0
10/30/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004429219,0.028,
10/31/1985,0.002857857,,,0.003205115,-0.009746985,,0.023103854,0.006452798,,,,-0.008204138,,,,-0.00790518,-0.010702389,,,,,,-0.009479316,0,0,0,-0.00188603,,,0.006973836,-0.001316171,0.028,0
11/1/1985,0.002840164,,,-0.009636005,0,,0.004554603,0.009617958,,,,0,,,,0.00790518,0.016010936,,,,,,-0.004743092,-0.020965128,-0.005012542,0.019246896,0.033155139,,,0.001739011,0.0089682,0.03,0
11/4/1985,0.005665738,,,-0.003225843,0.009746985,,-0.032341092,0.020009311,,,,-0.005501294,,,,-0.00790518,0,,,,,,0.004743092,0.020965128,-0.005037794,0,-0.001827915,,,0.012076781,-0.001462982,0.03,0
11/5/1985,-0.002824095,,,-0.019608369,0.019233497,,-0.014180921,-0.00314291,,,,0.013705432,,,,0,0.018341539,,,,,,-0.004743092,-0.008333382,0,0.023537939,0.014530614,,,0,0.005839128,0.03,0
11/6/1985,-0.005681806,,,-0.013289161,0,,0.014180921,-0.006283612,,,,0.029529821,,,,-0.057158414,-0.002602512,,,,,,0.004743092,-0.012631747,0.010050336,0.004632938,0.014322495,,,0.008546588,0.002025291,0.03,0
11/7/1985,0.002840164,,,-0.003355438,-0.009560417,,0,-0.01058279,,,,-0.00796446,,,,0.024897552,-0.021047573,,,,,,0.037214427,0,0.009950331,0.004611573,0,,,0.003386084,-0.000726556,0.03,0
11/8/1985,-0.002840164,,,0.006688988,0.009560417,,-0.009431568,0.013713583,,,,0.015882419,,,,0,0.007952289,,,,,,0,-0.012793351,0.009852296,-0.004611573,-0.007135606,,,-0.005089568,0.005694481,0.03,0
11/11/1985,0,,,0.026317308,0,,0.018775012,0.024855196,,,,0.025901335,,,,-0.008230499,0.013095284,,,,,,0.02259624,0.090225092,0.024214258,0.018363684,0.007135606,,,-0.010282296,0.018210222,0.03,0
11/12/1985,0.005681806,,,-0.006514681,0,,0,0.004098621,,,,0,,,,0.032523192,0.002602512,,,,,,0.03509132,0.064538521,0.004773279,0.00903529,0.015621381,,,0.001721075,0.00404695,0.03,0
11/13/1985,0.014060168,,,-0.013158085,-0.009560417,,-0.00466081,-0.014387839,,,,-0.020673658,,,,0.00796817,0.01803037,,,,,,-0.017363673,-0.033648034,-0.004773279,-0.022787402,0.003493889,,,0.003433289,-0.004959775,0.03,0
11/14/1985,0.022100347,,,0.019672766,0.028430957,,0.009299997,0.006204971,,,,0.002611777,,,,0,0.042443649,,,,,,0.008719523,-0.030890487,0.004773279,0.018279961,0.005218051,,,0.003421542,0.009895073,0.03,0
11/15/1985,-0.005479466,,,-0.006514681,-0.018870539,,-0.009299997,0.004084247,,,,-0.002611777,,,,-0.00796817,0.047755098,,,,,,-0.021999931,-0.019802627,-0.009569451,0,0.005190965,,,0.003409875,-0.004783855,0.03,0
11/18/1985,0.035095778,,,0.003267857,0,,-0.009387299,-0.005115739,,,,0.005216751,,,,0,0.009269428,,,,,,0.021999931,0.00796817,0.004796172,0.022379217,-0.006927291,,,0.001700587,0.003024043,0.03,0
11/19/1985,0.010554141,,,-0.006535937,-0.009560417,,-0.019043172,-0.001032557,,,,0.005173502,,,,0,0.020568577,,,,,,0.004331415,-0.00796817,0,0,0.010127294,,,-0.001700587,-0.000201319,0.03,0
11/20/1985,-0.059476716,,,-0.006578936,0.009560417,,0,-0.001033624,,,,-0.007778476,,,,0.00796817,-0.025201279,,,,,,0,-0.012072581,-0.004796172,0,0.013668751,,,0.006772903,0.001609415,0.03,0
11/21/1985,0.019306263,,,0.019608369,0.009489681,,0.004794899,0.027417608,,,,0.012941443,,,,0,0.013834213,,,,,,0.029859482,-0.012220111,0.009569451,0.004407907,0.010130333,,,0.005058818,0.012088059,0.03,0
11/22/1985,-0.002731375,,,-0.006493496,-0.009489681,,-0.004794899,0.008984732,,,,0.012760211,,,,0,0.009100554,,,,,,0.004186128,0.012220111,-0.028987537,-0.022279684,-0.02036434,,,-0.0033697,0.000546001,0.03,0
11/25/1985,-0.005494494,,,0.012945098,0.009489681,,-0.004818,-0.002965745,,,,-0.020514692,,,,0,-0.011393006,,,,,,-0.016905158,0,-0.009852296,0.004487215,-0.001715897,,,0,-0.005822795,0.03,0
11/26/1985,-0.008303433,,,0.009594929,-0.009489681,,0,0.007909236,,,,0.00517633,,,,-0.00796817,-0.006909059,,,,,,-0.004257648,-0.024591403,0.004938282,0,0.006845993,,,0.005050302,0.001595931,0.03,0
11/27/1985,0.019262396,,,0.003184732,-0.009560417,,0.014384916,0.034023824,,,,0.010256994,,,,0.00796817,0.002308327,,,,,,0.004257648,0,-0.004938282,0.017792469,0.008492105,,,0.005012904,0.00927563,0.03,0
11/29/1985,0.008136578,,,-0.028992616,0.009560417,,0.004749353,-0.006706933,,,,-0.002558405,,,,0,-0.004621996,,,,,,0.008515306,0,-0.004962789,-0.0133253,0.003376752,,,0,-0.00182847,0.03,0
12/2/1985,-0.016349138,,,-0.023136177,-0.019233497,,0,-0.005810046,,,,-0.007698589,,,,-0.016000341,-0.011631705,,,,,,0.012558529,0,-0.010000083,-0.004467169,-0.011868857,,,-0.003335122,-0.008494202,0.031,0
12/3/1985,-0.008271254,,,0.006666656,0,,0.004726903,-0.004838053,,,,0,,,,0.008032172,0.004675945,,,,,,-0.004168677,0,0.005012542,0.013384562,0.0017042,,,0.008334983,0.001993422,0.031,0
12/4/1985,0.019200324,,,0.003311437,-0.009746985,,0,0.014473647,,,,0.03046066,,,,0.015873349,0.027571492,,,,,,0,0.012371292,0.014888612,0.017516237,0.021656284,,,0.008277946,0.016638662,0.031,0
12/5/1985,-0.016438726,,,0.009890005,-0.019804685,,0,0.003840005,,,,0.004979989,,,,0.023347364,0.006784183,,,,,,0.012454256,0.024292693,0,0.012979925,0.004986357,,,0.017950511,-0.001715224,0.031,0
12/6/1985,-0.008317142,,,-0.003289321,0.019804685,,-0.014248274,-0.007665553,,,,-0.010000631,,,,0,-0.020474909,,,,,,-0.00828558,-0.012072581,0,-0.008606831,-0.008085656,,,-0.003232416,-0.004374869,0.031,0
12/9/1985,0.013826798,,,-0.054067221,-0.050256319,,-0.014454225,0.012416018,,,,0.027260805,,,,0.007662873,0.018218624,,,,,,0.00828558,0,0.009804,0.012882626,0.008085656,,,0.006466029,0.006188017,0.031,0
12/10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006852,0.031,
12/11/1985,0.002716511,,,0.018221216,0.021958121,,0.058840056,0.015015126,,,,0.026552237,,,,0.007547206,0.008878098,,,,,,0.02005967,0.032260862,0.004773279,0.062370522,0.008188138,,,0.011242571,0.009349959,0.031,0
12/12/1985,0,,,0.017883789,0.021508632,,-0.028994861,-0.00936515,,,,0.002367076,,,,-0.007547206,-0.004420837,,,,,,0.023492698,0.065282292,-0.009569451,-0.020334647,-0.004904833,,,0.012708742,0.002033702,0.031,0
12/13/1985,0.008123655,,,0.034846731,0.021055735,,0.024222844,0.011233357,,,,0.030416977,,,,0.015037877,0.021976726,,,,,,-0.007769737,0.078611888,0.014320054,0.020334647,0.019246971,,,0.006283028,0.015408182,0.031,0
12/16/1985,0.013382551,,,0.013605652,0.010374733,,-0.009612899,0.017492667,,,,-0.002310537,,,,0.014815086,0.015096464,,,,,,0.019361353,-0.020834087,0.046304568,-0.008084307,0.025174252,,,0.006255013,0.009858834,0.031,0
12/17/1985,-0.008006218,,,-0.006779687,-0.020836137,,-0.014609945,-0.010082617,,,,-0.002301397,,,,0.014598799,0.004276328,,,,,,0.022691883,0,0.022372298,-0.01225034,-0.007643922,,,-0.006255013,-0.006482621,0.031,0
12/18/1985,-0.002689071,,,0.020202707,0.010461404,,0.009768619,-0.006477254,,,,-0.011645749,,,,0.014388737,0.002131326,,,,,,0.014894044,0.0104713,0.00881063,0.016300663,0.00292958,,,-0.007862816,-0.003995629,0.031,0
12/19/1985,0.010695289,,,0.006644543,0,,-0.009768619,0.006477254,,,,-0.014159293,,,,0,0,,,,,,-0.06477786,0.020619287,0,0.024001306,-0.025294729,,,0.00629293,0.001000405,0.031,0
12/20/1985,-0.002658636,,,0,0,,-0.01481126,-0.005573554,,,,0.002376321,,,,0,-0.023681822,,,,,,0.015600316,-0.0102565,0.017391743,-0.007923851,0.01920059,,,0.010926613,0.004370969,0.031,0
12/23/1985,-0.008036653,,,-0.016689491,-0.010461404,,-0.004986241,-0.015876511,,,,-0.009524378,,,,0,-0.040015036,,,,,,-0.055752727,-0.038533664,-0.021787354,-0.016077455,-0.006359322,,,-0.003101715,-0.011299017,0.031,0
